row	occurrence_error	id	institutionID	datasetID	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
8546	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:278955b7575c224847e2293846aad5c6	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:278955b7575c224847e2293846aad5c6	328	DNA sequence reads	By data provider: Bacteria|Actinobacteriota|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|UBA668|||; By ASV portal: Bacteria|Actinobacteriota|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:278955b7575c224847e2293846aad5c6	Ilumatobacteraceae	Bacteria	Actinobacteriota	Acidimicrobiales	Acidimicrobiia	Ilumatobacteraceae				family	Domain = 'Bacteria'
8629	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:2b5d8b13b09c8189d813395f2a8f9355	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:2b5d8b13b09c8189d813395f2a8f9355	37	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae||||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:2b5d8b13b09c8189d813395f2a8f9355	Burkholderiaceae	Bacteria	Proteobacteria	Burkholderiales	Gammaproteobacteria	Burkholderiaceae				family	Domain = 'Bacteria'
8814	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:2cd30e9eda91687ba73dcae76f4f1880	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:2cd30e9eda91687ba73dcae76f4f1880	9	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|||; By ASV portal: Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:2cd30e9eda91687ba73dcae76f4f1880	Brevundimonas	Bacteria	Proteobacteria	Caulobacterales	Alphaproteobacteria	Caulobacteraceae	Brevundimonas			genus	Domain = 'Bacteria'
8855	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:31553ff1ff89bf850dae6fca1447e437	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:31553ff1ff89bf850dae6fca1447e437	6	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae||||; By ASV portal: Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:31553ff1ff89bf850dae6fca1447e437	Acetobacteraceae	Bacteria	Proteobacteria	Acetobacterales	Alphaproteobacteria	Acetobacteraceae				family	Domain = 'Bacteria'
8479	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:3170f6094605a579e6a0e1fefd33a2a5	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:3170f6094605a579e6a0e1fefd33a2a5	960	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Yoonia|vestfoldensis_A||; By ASV portal: Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Yoonia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:3170f6094605a579e6a0e1fefd33a2a5	Yoonia	Bacteria	Proteobacteria	Rhodobacterales	Alphaproteobacteria	Rhodobacteraceae	Yoonia			genus	Domain = 'Bacteria'
8849	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:326c1f969b131ca6c5d923b62a82c622	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:326c1f969b131ca6c5d923b62a82c622	7	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Vampirovibrionia|Obscuribacterales|Obscuribacteraceae||||; By ASV portal: Bacteria|Cyanobacteria|Vampirovibrionia|Obscuribacterales|Obscuribacteraceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:326c1f969b131ca6c5d923b62a82c622	Obscuribacteraceae	Bacteria	Cyanobacteria	Obscuribacterales	Vampirovibrionia	Obscuribacteraceae				family	Domain = 'Bacteria'
8898	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:32ee5b25a92473871f574f9dd398c1ff	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:32ee5b25a92473871f574f9dd398c1ff	6	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Vampirovibrionia|Obscuribacterales|Obscuribacteraceae||||; By ASV portal: Bacteria|Cyanobacteria|Vampirovibrionia|Obscuribacterales|Obscuribacteraceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:32ee5b25a92473871f574f9dd398c1ff	Obscuribacteraceae	Bacteria	Cyanobacteria	Obscuribacterales	Vampirovibrionia	Obscuribacteraceae				family	Domain = 'Bacteria'
8661	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:352d19fa0233c296f8efcd5701737eb9	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:352d19fa0233c296f8efcd5701737eb9	55	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Nostocaceae|Dolichospermum|||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Nostocaceae|Dolichospermum|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:352d19fa0233c296f8efcd5701737eb9	Dolichospermum	Bacteria	Cyanobacteria	Cyanobacteriales	Cyanobacteriia	Nostocaceae	Dolichospermum			genus	Domain = 'Bacteria'
8795	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:388a4a17c1f57d4ee48f276134ec14f4	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:388a4a17c1f57d4ee48f276134ec14f4	31	DNA sequence reads	By data provider: Unassigned||||||||; By ASV portal: Bacteria||||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:388a4a17c1f57d4ee48f276134ec14f4	Bacteria	Bacteria								kingdom	Domain = 'Bacteria'
8896	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:3d286cc3e06e5f4ef0b0c79dd5a01859	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:3d286cc3e06e5f4ef0b0c79dd5a01859	9	DNA sequence reads	By data provider: Bacteria|Actinobacteriota|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|UBA3006|||; By ASV portal: Bacteria|Actinobacteriota|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|UBA3006|sp002367695||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:3d286cc3e06e5f4ef0b0c79dd5a01859	UBA3006 sp002367695	Bacteria	Actinobacteriota	Acidimicrobiales	Acidimicrobiia	Ilumatobacteraceae	UBA3006	sp002367695		species	Domain = 'Bacteria'
8569	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:3fd07698f89a83f424e9e9b90fa5271b	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:3fd07698f89a83f424e9e9b90fa5271b	84	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|JABDKJ01|JABDKJ01|||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|JABDKJ01|JABDKJ01|sp013002285||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.96	ASV:3fd07698f89a83f424e9e9b90fa5271b	JABDKJ01 sp013002285	Bacteria	Bacteroidota	Flavobacteriales	Bacteroidia	JABDKJ01	JABDKJ01	sp013002285		species	Domain = 'Bacteria'
8767	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:3ffd4242dc35b731468101c810ade9c2	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:3ffd4242dc35b731468101c810ade9c2	9	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|||||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:3ffd4242dc35b731468101c810ade9c2	Burkholderiales	Bacteria	Proteobacteria	Burkholderiales	Gammaproteobacteria					order	Domain = 'Bacteria'
8959	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:405d26148ad065bd3c3487175f3ad697	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:405d26148ad065bd3c3487175f3ad697	2	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae|Massilia|||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:405d26148ad065bd3c3487175f3ad697	Burkholderiaceae	Bacteria	Proteobacteria	Burkholderiales	Gammaproteobacteria	Burkholderiaceae				family	Domain = 'Bacteria'
8846	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:4081ce486133e48be88cf18c20ae90fe	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:4081ce486133e48be88cf18c20ae90fe	8	DNA sequence reads	By data provider: Bacteria|Bacteroidota|Bacteroidia||||||; By ASV portal: Bacteria|Bacteroidota|Bacteroidia||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:4081ce486133e48be88cf18c20ae90fe	Bacteroidia	Bacteria	Bacteroidota		Bacteroidia					class	Domain = 'Bacteria'
8781	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:43ad1471a8c24ee2219a149cb18d1a22	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:43ad1471a8c24ee2219a149cb18d1a22	25	DNA sequence reads	By data provider: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Coleofasciculaceae|SIO2C1|||; By ASV portal: Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 0.55	ASV:43ad1471a8c24ee2219a149cb18d1a22	Cyanobacteriales	Bacteria	Cyanobacteria	Cyanobacteriales	Cyanobacteriia					order	Domain = 'Bacteria'
8647	Potential duplicate record	KTH-2013-Baltic-16S:16S_5:4f6d954a8d69afe889db545d55fcea51	https://ror.org/026vcq606	KTH-2013-Baltic-16S	KTH	KTH-2013-Baltic-16S	16S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-16S:16S_5:4f6d954a8d69afe889db545d55fcea51	65	DNA sequence reads	By data provider: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Gallionellaceae|Gallionella|||; By ASV portal: Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202041	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724538	KTH-2013-Baltic-16S:16S_5	2013-07-14T03:15	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	98645	DNA sequence reads	Baltic Proper	3	3	59.282	19.898	EPSG:4326	2023-06-28	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.5.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against SBDI-GTDB-R07-RS207-1 (https://scilifelab.figshare.com/articles/dataset/SBDI_Sativa_curated_16S_GTDB_database/14869077/4); confidence at lowest specified (ASV portal) taxon: 1	ASV:4f6d954a8d69afe889db545d55fcea51	Burkholderiales	Bacteria	Proteobacteria	Burkholderiales	Gammaproteobacteria					order	Domain = 'Bacteria'
