row	occurrence_error	id	institutionID	datasetID	institutionCode	datasetName	basisOfRecord	occurrenceID	organismQuantity	organismQuantityType	previousIdentifications	associatedSequences	materialSampleID	eventID	eventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	dateIdentified	identificationReferences	identificationRemarks	taxonID	scientificName	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	taxonRemarks
6162	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:37612fc1c26f43472b6f6b7bb8358cf2	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:37612fc1c26f43472b6f6b7bb8358cf2	42	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|Chrysophyceae_Clade-G|Chrysophyceae_Clade-G_X|||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae|Paraphysomonadales|Paraphysomonadales_Clade-EC1Ga|Paraphysomonadales_Clade-EC1Ga_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:37612fc1c26f43472b6f6b7bb8358cf2	Paraphysomonadales_Clade-EC1Ga_X	Paraphysomonadales	Chrysophyceae	Paraphysomonadales_Clade-EC1Ga	Paraphysomonadales_Clade-EC1Ga_X			genus	Domain = 'Eukaryota'
6062	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:3bea0eb1575166b90dbf0bee15afe7fd	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:3bea0eb1575166b90dbf0bee15afe7fd	16	DNA sequence reads	By data provider: Stramenopiles|Sagenista|MAST-6|MAST-6_X|MAST-6_XX|MAST-6_XXX|MAST-6_XXX_sp.||; By ASV portal: TSAR|Stramenopiles|Sagenista|Pseudophyllomitidae|MAST-6|MAST-6_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:3bea0eb1575166b90dbf0bee15afe7fd	MAST-6_X	Pseudophyllomitidae	Sagenista	MAST-6	MAST-6_X			genus	Domain = 'Eukaryota'
6033	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:3d8b246a315e7b465bb9abf9cc526cd8	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:3d8b246a315e7b465bb9abf9cc526cd8	16	DNA sequence reads	By data provider: Alveolata|Dinoflagellata|Dinophyceae||||||; By ASV portal: TSAR|Alveolata|Dinophyceae||||||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:3d8b246a315e7b465bb9abf9cc526cd8	Dinophyceae		Dinophyceae					class	Domain = 'Eukaryota'
5976	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:3f4c241d099c3ae6d65ddd0e662fe351	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:3f4c241d099c3ae6d65ddd0e662fe351	107	DNA sequence reads	By data provider: Rhizaria|Cercozoa|Filosa-Thecofilosea|Ebriida|Ebriidae|Ebria|Ebria_tripartita||; By ASV portal: TSAR|Rhizaria|Filosa-Thecofilosea|Ebriacea|Ebriidae|Ebria|tripartita||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy:addSpecies annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:3f4c241d099c3ae6d65ddd0e662fe351	Ebria tripartita	Ebriacea	Filosa-Thecofilosea	Ebriidae	Ebria	tripartita		species	Domain = 'Eukaryota'
6153	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:4062e55ad5669e979172b2ab9d917217	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:4062e55ad5669e979172b2ab9d917217	20	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|Chrysophyceae_Clade-C|Chrysophyceae_Clade-C_X|||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae|Ochromonadales|Ochromonadales_X|Ochromonadales_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:4062e55ad5669e979172b2ab9d917217	Ochromonadales_XX	Ochromonadales	Chrysophyceae	Ochromonadales_X	Ochromonadales_XX			genus	Domain = 'Eukaryota'
6174	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:40f32a419701be080456c05931ba30ff	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:40f32a419701be080456c05931ba30ff	9	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|||||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae|Chromulinales|Chromulinales_X|Chromulinales_XX|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:40f32a419701be080456c05931ba30ff	Chromulinales_XX	Chromulinales	Chrysophyceae	Chromulinales_X	Chromulinales_XX			genus	Domain = 'Eukaryota'
6221	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:44987f39e2b2b51302f4e1175c70efe8	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:44987f39e2b2b51302f4e1175c70efe8	8	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Bolidophyceae|Parmales|Parmales_env_2|Parmales_env_2_X|||; By ASV portal: TSAR|Stramenopiles|Bolidophyceae|Parmales|Parmales_env_2|Parmales_env_2_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:44987f39e2b2b51302f4e1175c70efe8	Parmales_env_2_X	Parmales	Bolidophyceae	Parmales_env_2	Parmales_env_2_X			genus	Domain = 'Eukaryota'
6120	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:482a2cd13b150cbf49224020cb216257	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:482a2cd13b150cbf49224020cb216257	11	DNA sequence reads	By data provider: Opisthokonta|Choanoflagellida|Choanoflagellatea|Acanthoecida|Acanthoecidae_Group_G|Acanthoecidae_Group_G_X|Acanthoecidae_Group_G_X_sp.||; By ASV portal: Obazoa|Opisthokonta|Choanoflagellatea|Acanthoecida|Acanthoecidae_Group_G|Acanthoecidae_Group_G_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:482a2cd13b150cbf49224020cb216257	Acanthoecidae_Group_G_X	Acanthoecida	Choanoflagellatea	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X			genus	Domain = 'Eukaryota'
6057	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:4988264782a416f1c2e2aaa0dad59b38	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:4988264782a416f1c2e2aaa0dad59b38	132	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|Pedinellales_X_sp.||; By ASV portal: TSAR|Stramenopiles|Dictyochophyceae|Dictyochophyceae_X|Pedinellales|Pedinellales_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:4988264782a416f1c2e2aaa0dad59b38	Pedinellales_X	Dictyochophyceae_X	Dictyochophyceae	Pedinellales	Pedinellales_X			genus	Domain = 'Eukaryota'
6073	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:4ae15fb282ee570bdf5e78ba2e83ffe4	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:4ae15fb282ee570bdf5e78ba2e83ffe4	18	DNA sequence reads	By data provider: Alveolata|Ciliophora|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||; By ASV portal: TSAR|Alveolata|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:4ae15fb282ee570bdf5e78ba2e83ffe4	Askenasia	CONThreeP_X	CONThreeP	CONThreeP_XX	Askenasia			genus	Domain = 'Eukaryota'
6011	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:52e3b6f166fac44ac93b2c7d9cd9087c	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:52e3b6f166fac44ac93b2c7d9cd9087c	53	DNA sequence reads	By data provider: Alveolata|Ciliophora|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||; By ASV portal: TSAR|Alveolata|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:52e3b6f166fac44ac93b2c7d9cd9087c	Askenasia	CONThreeP_X	CONThreeP	CONThreeP_XX	Askenasia			genus	Domain = 'Eukaryota'
6117	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:55b983228d42aac5bd9f2fcee452cd71	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:55b983228d42aac5bd9f2fcee452cd71	85	DNA sequence reads	By data provider: Hacrobia|Haptophyta|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|||; By ASV portal: Haptista|Haptophyta|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:55b983228d42aac5bd9f2fcee452cd71	Chrysochromulina	Prymnesiales	Prymnesiophyceae	Chrysochromulinaceae	Chrysochromulina			genus	Domain = 'Eukaryota'
6038	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:5818d2faf3d0a6d7535dd5684cd80764	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:5818d2faf3d0a6d7535dd5684cd80764	202	DNA sequence reads	By data provider: Alveolata|Ciliophora|Spirotrichea|Choreotrichida|Strobilidiidae|Strobilidiidae_X|Strobilidiidae_X_sp.||; By ASV portal: TSAR|Alveolata|Spirotrichea|Choreotrichida|Strobilidiidae|Strobilidiidae_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:5818d2faf3d0a6d7535dd5684cd80764	Strobilidiidae_X	Choreotrichida	Spirotrichea	Strobilidiidae	Strobilidiidae_X			genus	Domain = 'Eukaryota'
6034	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:59fc46d1612a52b21104b613d07fa81e	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:59fc46d1612a52b21104b613d07fa81e	671	DNA sequence reads	By data provider: Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|Chrysophyceae_Clade-G|Chrysophyceae_Clade-G_X|Chrysophyceae_Clade-G_X_sp.||; By ASV portal: TSAR|Stramenopiles|Chrysophyceae|Paraphysomonadales|Paraphysomonadales_Clade-EC1Ga|Paraphysomonadales_Clade-EC1Ga_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:59fc46d1612a52b21104b613d07fa81e	Paraphysomonadales_Clade-EC1Ga_X	Paraphysomonadales	Chrysophyceae	Paraphysomonadales_Clade-EC1Ga	Paraphysomonadales_Clade-EC1Ga_X			genus	Domain = 'Eukaryota'
6059	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:5b7b8185e6cd0998f05cb704100f4c1c	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:5b7b8185e6cd0998f05cb704100f4c1c	125	DNA sequence reads	By data provider: Hacrobia|Cryptophyta|Cryptophyceae|Cryptophyceae_X|Basal_Cryptophyceae-1|Basal_Cryptophyceae-1_X|Basal_Cryptophyceae-1_X_sp.||; By ASV portal: Cryptista|Cryptophyta|Cryptophyceae|Cryptophyceae_X|Basal_Cryptophyceae-1|Basal_Cryptophyceae-1_X|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:5b7b8185e6cd0998f05cb704100f4c1c	Basal_Cryptophyceae-1_X	Cryptophyceae_X	Cryptophyceae	Basal_Cryptophyceae-1	Basal_Cryptophyceae-1_X			genus	Domain = 'Eukaryota'
6139	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:5e35b11d39c8231eb6dd6411112672b8	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:5e35b11d39c8231eb6dd6411112672b8	110	DNA sequence reads	By data provider: Alveolata|Ciliophora|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|Askenasia_sp.||; By ASV portal: TSAR|Alveolata|CONThreeP|CONThreeP_X|CONThreeP_XX|Askenasia|||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:5e35b11d39c8231eb6dd6411112672b8	Askenasia	CONThreeP_X	CONThreeP	CONThreeP_XX	Askenasia			genus	Domain = 'Eukaryota'
5997	Potential duplicate record	KTH-2013-Baltic-18S:18S_8:6be6876858d8d7e081a3da6eaee5b5ab	https://ror.org/026vcq606	KTH-2013-Baltic-18S	KTH	18S data from: Diversity of Pico- to Mesoplankton along the 2000 km Salinity Gradient of the Baltic Sea (Hu et al. 2016)	MaterialSample	KTH-2013-Baltic-18S:18S_8:6be6876858d8d7e081a3da6eaee5b5ab	135	DNA sequence reads	By data provider: Rhizaria|Cercozoa|Filosa-Thecofilosea|Ebriida|Ebriidae|Ebria|Ebria_tripartita||; By ASV portal: TSAR|Rhizaria|Filosa-Thecofilosea|Ebriacea|Ebriidae|Ebria|tripartita||	https://www.ebi.ac.uk/ena/browser/view/ERR1202065	https://www.ebi.ac.uk/ena/browser/view/SAMEA3724562	KTH-2013-Baltic-18S:18S_8	2013-07-14T20:01	https://doi.org/10.3389/fmicb.2016.00679. Sequence processing was not conducted as in the journal publication, but by using the https://nf-co.re/ampliseq pipeline in which the denoising (ASV reconstruction) step was conducted with DADA2.	67627	DNA sequence reads	Bothnian Sea	3	3	62.973	20.251	EPSG:4326	2024-02-22	https://docs.biodiversitydata.se/analyse-data/molecular-tools/#taxonomy-annotation	Ampliseq v2.8.0 (https://nf-co.re/ampliseq) DADA2:assignTaxonomy:addSpecies annotation against PR2 v5.0.0 (https://github.com/pr2database/pr2database/releases/tag/v5.0.0); confidence at lowest specified (ASV portal) taxon: 1	ASV:6be6876858d8d7e081a3da6eaee5b5ab	Ebria tripartita	Ebriacea	Filosa-Thecofilosea	Ebriidae	Ebria	tripartita		species	Domain = 'Eukaryota'
